Date,1y,2y,3y,4y,5y,6y,7y,8y,9y,10y,12y,15y,20y,25y,30y
4/11/2018,2.4622,2.7494,2.8396,2.9007,2.925,2.82,2.9465,2.9598,2.9808,2.9932,3.0174,3.0711,3.1172,3.1055,3.015
4/10/2018,2.4495,2.7354,2.8618,2.8883,2.9146,2.8195,2.9648,2.961,2.9731,2.9865,3.0119,3.0428,3.0837,3.072,3.0451
4/9/2018,2.4353,2.7398,2.8492,2.8829,2.9106,2.822,3.005,2.981,2.9752,2.9891,3.0135,3.0408,3.053,3.0395,3.0847
4/6/2018,2.437,2.7591,2.8523,2.892,2.9235,2.7655,2.9777,3.0236,2.9968,3.0119,3.038,2.983,3.0553,3.0439,3.0517
4/5/2018,2.451,2.7472,2.8405,2.9195,2.9567,2.7696,2.963,2.994,3.041,3.0574,3.0827,2.9437,2.9969,2.9858,3.0182
4/4/2018,2.4402,2.7524,2.8095,2.9021,2.9348,2.7462,2.9524,2.976,3.0096,3.0254,3.0498,2.9099,2.9575,2.9464,3.0236
4/3/2018,2.4325,2.7423,2.7942,2.9005,2.928,2.7432,2.9008,2.967,2.9898,3.0035,3.0251,2.9064,2.9254,2.9149,2.9662
4/2/2018,2.4087,2.7194,2.7639,2.8902,2.918,2.8003,2.868,2.9137,2.9817,2.9953,3.0201,2.9113,2.923,2.9127,2.9265
3/30/2018,2.4203,2.7111,2.764,2.8514,2.8735,2.776,2.8311,2.8776,2.926,2.9391,2.9623,2.9289,2.9275,2.9173,2.8958
3/29/2018,2.419,2.6856,2.7539,2.8302,2.8484,2.7456,2.8284,2.8412,2.8891,2.9005,2.9234,2.8742,2.9475,2.938,2.8933
3/28/2018,2.409,2.6854,2.7446,2.797,2.8121,2.705,2.829,2.8376,2.8517,2.8645,2.8888,2.8855,2.8933,2.8855,2.8982
3/27/2018,2.3835,2.675,2.6927,2.7966,2.8104,2.72,2.8345,2.8397,2.8485,2.8603,2.8845,2.8605,2.905,2.897,2.9198
3/26/2018,2.4286,2.6632,2.6896,2.789,2.8075,2.7195,2.7775,2.8483,2.8518,2.8641,2.8886,2.8623,2.8797,2.872,2.8685
3/23/2018,2.4094,2.617,2.67,2.7845,2.8065,2.7405,2.7842,2.7905,2.8625,2.8765,2.904,2.9229,2.883,2.8757,2.8794
3/22/2018,2.4125,2.6095,2.6648,2.7303,2.7513,2.7215,2.76,2.7992,2.8049,2.8195,2.848,2.8893,2.9425,2.9345,2.8551
3/21/2018,2.4283,2.5918,2.7097,2.7295,2.7524,2.8125,2.7583,2.7747,2.815,2.8309,2.859,2.8585,2.9074,2.8985,2.8595
3/20/2018,2.4397,2.5872,2.6915,2.708,2.7298,2.7712,2.8162,2.7732,2.79,2.8056,2.8344,2.8163,2.8762,2.8677,2.9172
3/19/2018,2.4037,2.6217,2.6728,2.7045,2.7273,2.7969,2.79,2.8326,2.7891,2.805,2.8346,2.8314,2.834,2.8245,2.8808
3/16/2018,2.4086,2.6047,2.6354,2.7545,2.7809,2.852,2.7595,2.8051,2.8502,2.867,2.8965,2.8308,2.8485,2.8404,2.8503
3/15/2018,2.3885,2.5922,2.659,2.7344,2.7599,2.864,2.718,2.7746,2.8206,2.8365,2.8642,2.8652,2.848,2.8393,2.8064
3/14/2018,2.377,2.5591,2.6528,2.7102,2.7307,2.824,2.734,2.7332,2.79,2.8055,2.8333,2.8577,2.8842,2.877,2.8237
3/13/2018,2.3733,2.5815,2.6512,2.6705,2.6894,2.8185,2.7317,2.7463,2.7491,2.7647,2.7918,2.9442,2.8805,2.8742,2.822
3/12/2018,2.3597,2.576,2.6305,2.676,2.7059,2.7945,2.7565,2.7463,2.756,2.7765,2.807,2.9068,2.9633,2.9546,2.86
3/9/2018,2.3413,2.5682,2.7091,2.6875,2.7053,2.788,2.7398,2.7735,2.7619,2.7765,2.8045,2.9262,2.9286,2.9221,2.8585
3/8/2018,2.3254,2.5435,2.6759,2.6947,2.721,2.806,2.832,2.7575,2.791,2.8078,2.8371,2.9855,2.9458,2.9374,2.9365
3/7/2018,2.3175,2.6106,2.6985,2.6753,2.7007,2.8155,2.7905,2.8504,2.776,2.7939,2.8268,2.991,3.0047,2.9959,2.906
3/6/2018,2.3096,2.5833,2.7372,2.7603,2.791,2.821,2.815,2.8085,2.8683,2.886,2.9164,2.9526,3.0093,3.001,2.92
3/5/2018,2.2948,2.5982,2.7538,2.7234,2.751,2.791,2.8717,2.8331,2.827,2.844,2.8765,2.9496,2.9717,2.963,2.9788
3/2/2018,2.2825,2.6265,2.7123,2.7486,2.7771,2.8024,2.8819,2.8909,2.8507,2.8683,2.8982,2.9267,2.9684,2.9595,2.9832
3/1/2018,2.2733,2.647,2.7156,2.7943,2.8276,2.801,2.8427,2.8994,2.9091,2.9265,2.9575,2.9244,2.9455,2.9365,2.945
2/28/2018,2.3168,2.6086,2.6877,2.8087,2.8405,2.7835,2.838,2.8608,2.917,2.9331,2.9634,2.9599,2.945,2.9373,2.9425
2/27/2018,2.3144,2.6102,2.6756,2.7676,2.8009,2.7664,2.8145,2.8563,2.8781,2.8947,2.9255,2.976,2.9829,2.9769,2.9188
2/26/2018,2.2885,2.5866,2.6881,2.7664,2.7967,2.714,2.8072,2.833,2.8737,2.8901,2.9214,2.9935,2.9992,2.9939,2.9201
2/23/2018,2.2723,2.5737,2.6902,2.7392,2.7706,2.784,2.8297,2.8263,2.851,2.8687,2.8991,2.9602,3.0185,3.013,2.9611
2/22/2018,2.2755,2.5809,2.6838,2.7302,2.7642,2.8115,2.8405,2.8511,2.8445,2.8619,2.8945,2.9765,2.9845,2.9792,2.9788
2/21/2018,2.2923,2.5778,2.6565,2.7439,2.7786,2.756,2.849,2.8632,2.8716,2.8912,2.9273,2.9751,3.0008,2.9951,2.9985
2/20/2018,2.258,2.564,2.6567,2.7503,2.787,2.7635,2.8174,2.8742,2.8845,2.9055,2.9419,2.963,2.9982,2.992,2.9645
2/16/2018,2.2304,2.5425,2.6513,2.7476,2.7884,2.8143,2.8313,2.8425,2.8977,2.9196,2.9586,2.9515,2.9865,2.9809,2.9799
2/15/2018,2.2295,2.5368,2.632,2.7196,2.7587,2.8573,2.8317,2.8573,2.8653,2.8868,2.9254,2.8904,2.9758,2.9712,2.977
2/14/2018,2.2061,2.5295,2.6145,2.7245,2.7683,2.7865,2.814,2.8575,2.881,2.903,2.9419,2.9456,2.9143,2.91,2.9655
2/13/2018,2.1512,2.512,2.5815,2.722,2.7674,2.77,2.7982,2.842,2.8811,2.9035,2.9413,2.9823,2.9675,2.9612,2.9575
2/12/2018,2.1479,2.498,2.6497,2.7018,2.747,2.7725,2.7429,2.8265,2.867,2.8904,2.9284,2.9427,3.0055,2.9995,2.8964
2/9/2018,2.1392,2.4754,2.6653,2.6839,2.7293,2.7975,2.81,2.7698,2.8516,2.876,2.9155,2.9568,2.9699,2.9666,2.9463
2/8/2018,2.1285,2.5338,2.6144,2.6427,2.6811,2.781,2.8405,2.8342,2.7938,2.817,2.8552,3.0207,2.9846,2.982,2.9845
2/7/2018,2.1207,2.5419,2.6126,2.7137,2.7518,2.6885,2.7871,2.8666,2.8566,2.8775,2.9134,3.0526,3.0488,3.0462,2.9536
2/6/2018,2.1106,2.4963,2.6435,2.7345,2.7766,2.7135,2.796,2.8155,2.8905,2.9125,2.949,2.9815,3.0778,3.0728,2.9692
2/5/2018,2.0679,2.4891,2.6844,2.679,2.7208,2.6986,2.8505,2.8242,2.8408,2.8635,2.9051,2.9698,3.007,3.0027,3.0337
2/2/2018,2.1182,2.5073,2.625,2.6823,2.7259,2.6833,2.8934,2.8828,2.851,2.8753,2.918,2.9727,3.001,2.991,3.0581
2/1/2018,2.1118,2.5384,2.61,2.721,2.7715,2.7038,2.8215,2.9243,2.9115,2.9365,2.9808,2.9999,2.9977,2.993,2.9885
1/31/2018,2.0957,2.4914,2.5935,2.7647,2.8165,2.6865,2.808,2.8522,2.9521,2.9765,3.0168,2.9956,3.0241,3.0184,2.9794
1/30/2018,2.0818,2.4805,2.6116,2.6994,2.7455,2.5826,2.81,2.839,2.8789,2.903,2.9447,2.9207,3.0205,3.0144,2.9793
1/29/2018,2.0834,2.4583,2.5821,2.679,2.729,2.7405,2.8369,2.8419,2.867,2.896,2.9332,2.9602,2.9495,2.946,3.0032
1/26/2018,2.0758,2.4688,2.487,2.675,2.729,2.7046,2.8245,2.87,2.87,2.8945,2.9358,2.9515,2.9905,2.9888,2.9997
1/25/2018,2.0554,2.4404,2.4947,2.6953,2.7514,2.6277,2.7353,2.8607,2.8991,2.9237,2.9647,2.9295,2.984,2.9838,2.9336
1/24/2018,2.0425,2.3589,2.4865,2.67,2.73,2.6221,2.7634,2.774,2.8914,2.918,2.9599,2.9414,2.962,2.962,2.9771
1/23/2018,2.0289,2.358,2.4776,2.5726,2.6349,2.6035,2.75,2.8056,2.8075,2.8362,2.8811,2.906,2.9706,2.97,2.9733
1/22/2018,2.04,2.3498,2.4935,2.5875,2.6559,2.5788,2.7323,2.7925,2.8414,2.8719,2.9185,2.8061,2.932,2.9286,2.9518
1/19/2018,2.0462,2.3435,2.4888,2.5758,2.6412,2.5295,2.7517,2.7737,2.829,2.8599,2.9083,2.9481,2.8387,2.8396,2.9592
1/18/2018,2.0389,2.35,2.4035,2.5649,2.627,2.5485,2.7319,2.7916,2.809,2.8395,2.887,2.8963,2.9715,2.9667,2.9163
1/17/2018,2.0376,2.3474,2.524,2.5845,2.6487,2.521,2.6261,2.769,2.8257,2.855,2.9005,2.8035,2.921,2.9162,2.83
1/16/2018,2.0214,2.278,2.5138,2.5752,2.635,2.5662,2.7852,2.6617,2.8012,2.8288,2.8693,2.8115,2.8288,2.8252,2.9523
1/12/2018,1.9983,2.3659,2.4679,2.4816,2.535,2.5768,2.7439,2.8205,2.6926,2.719,2.7644,2.7902,2.8387,2.8362,2.9023
1/11/2018,1.9807,2.3618,2.4472,2.6211,2.6867,2.5194,2.6615,2.7761,2.8512,2.8771,2.9151,2.756,2.8167,2.8148,2.8127
1/10/2018,1.9745,2.3315,2.4378,2.6022,2.6583,2.4912,2.659,2.6888,2.8036,2.827,2.8636,2.7105,2.7833,2.7823,2.8244
1/9/2018,1.9683,2.3145,2.4277,2.543,2.5899,2.4414,2.6388,2.689,2.7128,2.7347,2.7705,2.7601,2.7398,2.7405,2.8035
1/8/2018,1.9596,2.312,2.3857,2.5267,2.5796,2.429,2.6103,2.6682,2.716,2.7399,2.7777,2.7285,2.794,2.7972,2.7712
1/5/2018,1.9574,2.3034,2.3816,2.5148,2.5627,2.407,2.5604,2.6374,2.6944,2.7185,2.756,2.7766,2.7635,2.7675,2.7295
1/4/2018,1.9538,2.2687,2.3591,2.4993,2.5428,2.4106,2.5864,2.5877,2.6618,2.6846,2.7213,2.801,2.8092,2.8123,2.7887
1/3/2018,1.9311,2.2582,2.395,2.4519,2.493,2.413,2.557,2.6191,2.613,2.6357,2.6742,2.7155,2.8346,2.8375,2.76
1/2/2018,1.9244,2.2397,2.3969,2.4559,2.5059,2.3585,2.6048,2.5883,2.6493,2.676,2.7192,2.6685,2.7475,2.7505,2.8026
12/29/2017,1.8982,2.2657,2.366,2.4307,2.4805,2.3627,2.6189,2.6389,2.6177,2.6436,2.687,2.619,2.6997,2.7018,2.8293
12/28/2017,1.9065,2.269,2.3535,2.4703,2.5222,2.3426,2.5542,2.6545,2.6688,2.696,2.7376,2.6199,2.6535,2.6579,2.7415
12/27/2017,1.8986,2.2523,2.3154,2.4738,2.528,2.3183,2.5215,2.5853,2.688,2.7173,2.76,2.6156,2.6551,2.662,2.6921
12/26/2017,1.914,2.2467,2.3125,2.433,2.48,2.3185,2.4697,2.5498,2.6135,2.639,2.6781,2.6346,2.6557,2.6622,2.649
12/22/2017,1.9145,2.217,2.2975,2.4149,2.4575,2.2785,2.4611,2.4964,2.5753,2.5979,2.6339,2.6385,2.6564,2.6655,2.6575
12/21/2017,1.9037,2.215,2.2704,2.3714,2.4098,2.3035,2.4604,2.484,2.5223,2.545,2.5821,2.5598,2.6789,2.6897,2.6545
12/20/2017,1.8903,2.1946,2.2701,2.3547,2.393,2.2795,2.4415,2.489,2.51,2.538,2.5781,2.5604,2.683,2.6955,2.6602
12/19/2017,1.8846,2.1703,2.27,2.355,2.3949,2.325,2.4471,2.4722,2.516,2.5405,2.5808,2.535,2.602,2.6135,2.6861
12/18/2017,1.8647,2.1689,2.24,2.3289,2.3707,2.3355,2.4495,2.4804,2.5014,2.5279,2.5724,2.5286,2.6032,2.6144,2.693
12/15/2017,1.857,2.1657,2.2453,2.3285,2.3712,2.334,2.3886,2.4828,2.5115,2.5395,2.5877,2.5431,2.5774,2.5883,2.61
12/14/2017,1.8433,2.146,2.2329,2.3311,2.3744,2.3277,2.3915,2.4165,2.5133,2.5418,2.59,2.4912,2.574,2.5862,2.6109
12/13/2017,1.826,2.1482,2.2017,2.2917,2.3275,2.3085,2.3705,2.4191,2.4433,2.4685,2.514,2.5075,2.5905,2.6035,2.5848
12/12/2017,1.8461,2.1395,2.1979,2.2973,2.3323,2.2555,2.3493,2.3964,2.4452,2.4701,2.5149,2.4852,2.533,2.5385,2.5838
12/11/2017,1.8354,2.112,2.1685,2.2811,2.3134,2.232,2.3537,2.3786,2.4214,2.4459,2.4905,2.5433,2.5331,2.5439,2.602
12/8/2017,1.8213,2.1061,2.168,2.2509,2.2852,2.2285,2.3106,2.3856,2.4067,2.433,2.4806,2.5577,2.5487,2.558,2.5395
12/7/2017,1.8129,2.075,2.1813,2.2477,2.2825,2.2085,2.3355,2.341,2.4155,2.444,2.4931,2.559,2.5266,2.536,2.541
12/6/2017,1.8053,2.0738,2.1636,2.2105,2.2438,2.2735,2.312,2.3412,2.37,2.397,2.4413,2.5719,2.5875,2.5995,2.5535
12/5/2017,1.8057,2.0883,2.1927,2.2105,2.2437,2.262,2.3585,2.365,2.37,2.397,2.444,2.5863,2.6145,2.624,2.5317
12/4/2017,1.7952,2.0722,2.198,2.233,2.2705,2.2455,2.3695,2.3414,2.3928,2.419,2.463,2.5491,2.6045,2.6175,2.5962
12/1/2017,1.7765,2.0978,2.198,2.2123,2.2463,2.2425,2.3718,2.3908,2.3694,2.3955,2.4407,2.4851,2.621,2.6355,2.612
11/30/2017,1.7843,2.1,2.1852,2.2473,2.287,2.2263,2.3719,2.404,2.4208,2.4485,2.496,2.4374,2.6391,2.6557,2.614
11/29/2017,1.7675,2.1003,2.1707,2.2548,2.296,2.2387,2.37,2.403,2.436,2.4595,2.5168,2.4449,2.5975,2.611,2.6342
11/28/2017,1.7542,2.0856,2.1575,2.2536,2.2949,2.247,2.347,2.406,2.4335,2.4612,2.51,2.4557,2.5325,2.5459,2.6557
11/27/2017,1.755,2.0706,2.1227,2.246,2.2933,2.2178,2.2911,2.4078,2.4382,2.4683,2.52,2.515,2.482,2.4935,2.6098
11/24/2017,1.7539,2.0621,2.1139,2.2339,2.2832,2.247,2.2612,2.3818,2.443,2.4754,2.531,2.5098,2.4928,2.5067,2.5437
11/23/2017,1.7386,2.0333,2.1025,2.2191,2.267,2.217,2.259,2.324,2.4149,2.4448,2.4976,2.4978,2.5086,2.5253,2.4908
11/22/2017,1.7387,2.0252,2.0706,2.1775,2.2193,2.169,2.2455,2.2894,2.3553,2.3847,2.4346,2.4852,2.5666,2.5821,2.5044
11/21/2017,1.7563,2.0121,2.1233,2.164,2.2002,2.1655,2.3108,2.2893,2.3174,2.3438,2.3904,2.467,2.5628,2.5787,2.5252
11/20/2017,1.7407,1.9827,2.1114,2.1555,2.1947,2.181,2.3003,2.281,2.3183,2.3456,2.3949,2.4716,2.5501,2.5665,2.5814
11/17/2017,1.7184,2.0256,2.093,2.1261,2.1683,2.1594,2.286,2.3455,2.314,2.3453,2.4005,2.498,2.5361,2.551,2.5785
11/16/2017,1.7164,2.0149,2.0874,2.1851,2.2335,2.161,2.2805,2.336,2.3782,2.4081,2.4612,2.478,2.5182,2.5337,2.566
11/15/2017,1.6928,1.9975,2.0805,2.1722,2.22,2.2075,2.2638,2.3223,2.37,2.4003,2.4555,2.524,2.5224,2.5364,2.5498
11/14/2017,1.6968,1.991,2.0952,2.1545,2.2026,2.1988,2.274,2.3156,2.3571,2.3882,2.4427,2.5056,2.5517,2.5665,2.5327
11/13/2017,1.6995,1.984,2.0933,2.151,2.2,2.168,2.2876,2.2978,2.3483,2.3786,2.4318,2.4437,2.533,2.5499,2.5345
11/10/2017,1.686,1.9943,2.0645,2.141,2.1869,2.189,2.259,2.3074,2.3297,2.3594,2.413,2.4473,2.5817,2.5998,2.5659
11/9/2017,1.6748,1.988,2.078,2.1555,2.1995,2.1375,2.292,2.3242,2.3385,2.3675,2.4193,2.468,2.5665,2.5865,2.55
11/8/2017,1.6778,1.961,2.0465,2.1572,2.2046,2.1745,2.264,2.2965,2.358,2.3891,2.4435,2.4445,2.5039,2.5238,2.6005
11/7/2017,1.6711,1.9716,2.014,2.1267,2.1736,2.2005,2.2104,2.333,2.332,2.3645,2.421,2.4437,2.5085,2.5294,2.5891
11/6/2017,1.6638,1.9446,2.0122,2.1461,2.1987,2.1808,2.2088,2.3059,2.3708,2.4053,2.4645,2.4781,2.5285,2.5489,2.5262
11/3/2017,1.6573,1.921,2.0205,2.1144,2.1689,2.139,2.224,2.25,2.3451,2.381,2.443,2.4884,2.5021,2.5246,2.5321
11/2/2017,1.6518,1.92,2.0045,2.0755,2.125,2.1332,2.2056,2.2491,2.287,2.3214,2.382,2.4656,2.5037,2.5229,2.5505
11/1/2017,1.6538,1.9233,1.9991,2.0722,2.1202,2.1183,2.2056,2.2676,2.2858,2.3205,2.3835,2.503,2.536,2.5535,2.529
10/31/2017,1.6403,1.9063,2.0487,2.084,2.1335,2.113,2.2508,2.2506,2.306,2.3409,2.4038,2.4408,2.5479,2.5671,2.525
10/30/2017,1.6284,1.9035,2.0246,2.0631,2.1141,2.125,2.2465,2.2469,2.283,2.3236,2.3845,2.491,2.5271,2.5475,2.5535
10/27/2017,1.6364,1.9442,1.9896,2.063,2.1139,2.1365,2.2175,2.2904,2.2849,2.32,2.3811,2.5309,2.5665,2.588,2.5685
10/26/2017,1.6443,1.9197,1.9965,2.1133,2.1628,2.1545,2.2415,2.2895,2.3265,2.3598,2.4186,2.5193,2.5024,2.524,2.5497
10/25/2017,1.633,1.888,1.961,2.0933,2.148,2.1533,2.1886,2.2615,2.3289,2.3643,2.4262,2.459,2.5555,2.5785,2.592
10/24/2017,1.6282,1.89,1.9806,2.0594,2.116,2.1396,2.2277,2.2883,2.302,2.3385,2.4017,2.4401,2.596,2.6193,2.5274
10/23/2017,1.6177,1.8605,1.9945,2.0706,2.131,2.1715,2.257,2.2332,2.331,2.3699,2.4364,2.4262,2.5854,2.6109,2.5829
10/20/2017,1.6227,1.8735,1.9667,2.0293,2.085,2.221,2.2385,2.2745,2.2735,2.3119,2.3758,2.4294,2.523,2.547,2.624
10/19/2017,1.6064,1.8808,1.9405,2.0556,2.1179,2.1933,2.1914,2.308,2.3172,2.3556,2.4235,2.4539,2.5025,2.5255,2.6155
10/18/2017,1.6214,1.856,1.946,2.0737,2.1398,2.1871,2.1836,2.2909,2.353,2.393,2.4622,2.4705,2.49,2.5135,2.552
10/17/2017,1.6207,1.8365,1.9379,2.048,2.1173,2.14,2.1675,2.24,2.3376,2.3793,2.4493,2.495,2.4946,2.5194,2.5293
10/16/2017,1.6153,1.8438,1.93,2.0161,2.08,2.161,2.1641,2.2294,2.2839,2.3238,2.3911,2.4923,2.5212,2.5474,2.518
10/13/2017,1.5927,1.8367,1.9308,2.0183,2.0785,2.0995,2.1799,2.2139,2.271,2.309,2.3745,2.4911,2.5376,2.5637,2.5256
10/12/2017,1.6077,1.8281,1.9296,2.0072,2.0646,2.135,2.1927,2.211,2.2557,2.2925,2.3595,2.5245,2.562,2.587,2.5543
10/11/2017,1.609,1.8238,1.9419,2.0002,2.0588,2.1012,2.2133,2.2287,2.2535,2.292,2.3605,2.5785,2.559,2.5844,2.5709
10/10/2017,1.6046,1.8207,1.9347,2.005,2.067,2.0911,2.2117,2.2424,2.273,2.313,2.383,2.553,2.5597,2.586,2.5938
10/6/2017,1.5993,1.8295,1.9185,2.009,2.0755,2.04,2.201,2.2653,2.2875,2.3285,2.399,2.5432,2.5918,2.6173,2.5908
10/5/2017,1.5924,1.8195,1.9436,2.0226,2.0908,2.0791,2.2337,2.2635,2.3118,2.353,2.424,2.4835,2.6456,2.671,2.5934
10/4/2017,1.5813,1.8022,1.9785,2.019,2.0894,2.0986,2.2855,2.255,2.31,2.3512,2.4215,2.4995,2.62,2.6451,2.6237
10/3/2017,1.573,1.8216,1.9528,2.0027,2.074,2.1075,2.258,2.2889,2.303,2.3465,2.4187,2.437,2.6111,2.6366,2.6774
10/2/2017,1.5688,1.8441,1.9484,2.0308,2.1039,2.1073,2.2519,2.3411,2.3375,2.3805,2.453,2.4587,2.5518,2.5778,2.6519
9/29/2017,1.566,1.825,1.9187,2.073,2.151,2.0922,2.199,2.3144,2.3908,2.4355,2.5068,2.4155,2.5644,2.5895,2.6438
9/28/2017,1.5494,1.8221,1.9389,2.0455,2.1223,2.0679,2.2211,2.3068,2.3646,2.409,2.4811,2.4147,2.5039,2.5295,2.5858
9/27/2017,1.5654,1.7984,1.892,2.041,2.1185,2.0668,2.1579,2.2515,2.3562,2.4004,2.4718,2.3795,2.5231,2.548,2.5952
9/26/2017,1.5535,1.8146,1.9295,2.0033,2.0746,2.082,2.1897,2.2736,2.2993,2.3414,2.4122,2.42,2.4787,2.5025,2.537
9/25/2017,1.5438,1.779,1.9147,2.0257,2.098,2.081,2.1525,2.209,2.32,2.3617,2.4305,2.451,2.4808,2.5064,2.554
9/22/2017,1.5489,1.8119,1.9062,1.9721,2.0391,2.043,2.1435,2.2386,2.2552,2.2974,2.3672,2.4637,2.449,2.4765,2.5072
9/21/2017,1.5555,1.8058,1.8513,2.0106,2.0769,2.055,2.0959,2.2003,2.283,2.3235,2.391,2.4653,2.4885,2.5155,2.513
9/20/2017,1.5472,1.7982,1.8785,1.9864,2.0457,2.0005,2.136,2.192,2.2436,2.2828,2.3489,2.4627,2.521,2.5493,2.4848
9/19/2017,1.5237,1.7533,1.8896,1.977,2.0354,1.9843,2.1583,2.147,2.2359,2.2762,2.345,2.4548,2.5342,2.562,2.524
9/18/2017,1.5153,1.7737,1.8872,1.9216,1.9824,2.0121,2.1682,2.1876,2.1939,2.2357,2.3075,2.4345,2.537,2.5646,2.5582
9/15/2017,1.501,1.781,1.8854,1.9544,2.0194,2.0395,2.1686,2.2124,2.2344,2.2768,2.348,2.4325,2.533,2.5604,2.5704
9/14/2017,1.4886,1.7773,1.8705,1.9674,2.0347,2.024,2.1542,2.2229,2.2595,2.3034,2.3769,2.447,2.527,2.5562,2.5687
9/13/2017,1.4687,1.776,1.849,1.9699,2.0415,1.9865,2.1313,2.2244,2.2721,2.3159,2.3897,2.432,2.506,2.5348,2.5659
9/12/2017,1.4549,1.7721,1.8423,1.9682,2.0415,1.9801,2.1303,2.2233,2.2748,2.317,2.3915,2.4248,2.504,2.5332,2.5442
9/11/2017,1.4419,1.7617,1.8542,1.9695,2.041,1.9585,2.1474,2.2095,2.2725,2.316,2.3893,2.4214,2.5162,2.5445,2.5424
9/8/2017,1.4113,1.744,1.8565,1.9529,2.0257,1.931,2.1425,2.1876,2.2591,2.3032,2.3789,2.3435,2.5001,2.5265,2.5528
9/7/2017,1.4195,1.7363,1.8085,1.9295,1.9999,1.9151,2.1096,2.1865,2.238,2.283,2.3588,2.3345,2.5,2.5311,2.5331
9/6/2017,1.4357,1.7415,1.834,1.9246,1.9981,1.8872,2.1176,2.2051,2.2365,2.2816,2.3575,2.3645,2.4945,2.5235,2.5415
9/5/2017,1.4259,1.742,1.804,1.9399,2.0143,1.8565,2.0587,2.1975,2.2553,2.2998,2.3741,2.3915,2.414,2.4421,2.533
9/1/2017,1.4474,1.7035,1.7868,1.9408,2.0139,1.785,2.042,2.1685,2.247,2.2902,2.3618,2.3809,2.4074,2.437,2.451
8/31/2017,1.4386,1.7273,1.8035,1.8944,1.9724,1.777,2.072,2.1735,2.2211,2.2681,2.3464,2.3652,2.4345,2.4622,2.4464
8/30/2017,1.4384,1.7067,1.8215,1.9155,1.9871,1.831,2.1003,2.1091,2.2246,2.2699,2.3448,2.353,2.4607,2.4878,2.4705
8/29/2017,1.4287,1.6909,1.8051,1.8765,1.94,1.7785,2.0859,2.095,2.1555,2.198,2.2702,2.3257,2.4497,2.478,2.4953
8/28/2017,1.4447,1.702,1.7615,1.8585,1.9226,1.874,2.0515,2.1265,2.1423,2.1855,2.2595,2.318,2.4404,2.471,2.4865
8/25/2017,1.4551,1.714,1.7561,1.88,1.9485,1.832,2.044,2.155,2.1753,2.219,2.2915,2.3163,2.427,2.4572,2.4815
8/24/2017,1.4584,1.7016,1.7375,1.9029,1.9743,1.8443,2.021,2.141,2.2036,2.2485,2.3193,2.2894,2.3994,2.4295,2.4667
8/23/2017,1.4468,1.6627,1.7086,1.886,1.957,1.833,1.9965,2.1095,2.1904,2.235,2.3076,2.2575,2.3965,2.4295,2.439
8/22/2017,1.4602,1.655,1.6845,1.8426,1.9168,1.8598,1.9835,2.1019,2.1616,2.2085,2.287,2.1868,2.3979,2.4328,2.442
8/21/2017,1.451,1.6379,1.6595,1.8377,1.911,1.88,1.9546,2.077,2.1532,2.1989,2.2755,2.1756,2.3716,2.407,2.4468
8/18/2017,1.4588,1.6125,1.635,1.8185,1.8913,1.902,1.9225,2.055,2.1276,2.173,2.249,2.2435,2.3407,2.3765,2.4208
8/17/2017,1.4594,1.5885,1.578,1.7888,1.8611,1.873,1.8497,2.0435,2.108,2.1556,2.2362,2.1865,2.2717,2.3094,2.3907
8/16/2017,1.4677,1.5672,1.5787,1.767,1.843,1.9185,1.8415,2.0154,2.0987,2.1479,2.2315,2.2957,2.2603,2.2975,2.325
8/15/2017,1.4755,1.5479,1.6148,1.74,1.8154,1.8915,1.899,1.9822,2.07,2.12,2.204,2.2424,2.3295,2.3685,2.3135
8/14/2017,1.4582,1.5018,1.5804,1.7116,1.7848,1.9051,1.8449,1.91,2.0367,2.0865,2.171,2.2521,2.2757,2.3124,2.3847
8/11/2017,1.4428,1.5057,1.6423,1.6482,1.7168,1.8997,1.945,1.9,1.9635,2.0128,2.0983,2.2445,2.3812,2.417,2.3285
8/10/2017,1.4606,1.534,1.617,1.646,1.7105,1.9338,1.9002,1.9597,1.9534,2.0021,2.0877,2.2655,2.3279,2.4179,2.435
8/9/2017,1.4668,1.5093,1.6204,1.6886,1.7601,1.976,1.9135,1.905,2.0152,2.065,2.1537,2.273,2.3359,2.3654,2.3815
8/8/2017,1.4708,1.542,1.6025,1.646,1.7109,1.9265,1.9008,2.011,1.959,2.0097,2.0965,2.2975,2.328,2.3725,2.387
8/7/2017,1.466,1.5538,1.6315,1.7065,1.7981,1.903,1.9286,2.0087,2.066,2.117,2.2054,2.27,2.3475,2.3648,2.379
8/4/2017,1.4662,1.5345,1.6522,1.7213,1.798,1.9265,1.9467,1.9612,2.0165,2.1171,2.1533,2.3216,2.3523,2.3823,2.3957
8/3/2017,1.4562,1.5371,1.668,1.6903,1.7614,1.9651,1.97,1.9737,2.0287,2.066,2.1649,2.2946,2.3755,2.3855,2.3975
8/2/2017,1.4658,1.52,1.6445,1.6972,1.7712,1.9755,1.9412,1.9637,2.0194,2.0781,2.1564,2.3129,2.3505,2.408,2.4199
8/1/2017,1.4558,1.5456,1.679,1.6822,1.7588,1.966,1.9894,1.9904,2.0451,2.07,2.1799,2.304,2.3993,2.3845,2.3965
7/31/2017,1.4588,1.5625,1.6545,1.7109,1.7861,1.977,1.9589,2.0071,2.0605,2.0955,2.1901,2.3466,2.3731,2.4315,2.4426
